Program,Year,Period,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
CENSUS,2007,YEAR,INDIANA,18,PERRY,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29185
CENSUS,2007,YEAR,INDIANA,18,WASHINGTON,175,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",121056
CENSUS,2007,YEAR,INDIANA,18,CLARK,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",55491
CENSUS,2007,YEAR,INDIANA,18,DEARBORN,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29956
CENSUS,2007,YEAR,INDIANA,18,FRANKLIN,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",76753
CENSUS,2007,YEAR,INDIANA,18,JEFFERSON,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60536
CENSUS,2007,YEAR,INDIANA,18,JENNINGS,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",94253
CENSUS,2007,YEAR,INDIANA,18,OHIO,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",8055
CENSUS,2007,YEAR,INDIANA,18,RIPLEY,137,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",111233
CENSUS,2007,YEAR,INDIANA,18,SCOTT,143,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",44759
CENSUS,2007,YEAR,INDIANA,18,SWITZERLAND,155,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20030
CENSUS,2007,YEAR,INDIANA,18,DAVIESS,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",165325
CENSUS,2007,YEAR,INDIANA,18,DUBOIS,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",124196
CENSUS,2007,YEAR,INDIANA,18,GIBSON,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",204846
CENSUS,2007,YEAR,INDIANA,18,GREENE,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",110257
CENSUS,2007,YEAR,INDIANA,18,KNOX,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",302606
CENSUS,2007,YEAR,INDIANA,18,MARTIN,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",36794
CENSUS,2007,YEAR,INDIANA,18,PIKE,125,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",54382
CENSUS,2007,YEAR,INDIANA,18,POSEY,129,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",184143
CENSUS,2007,YEAR,INDIANA,18,SPENCER,147,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",102773
CENSUS,2007,YEAR,INDIANA,18,SULLIVAN,153,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",151995
CENSUS,2007,YEAR,INDIANA,18,VANDERBURGH,163,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",64881
CENSUS,2007,YEAR,INDIANA,18,WARRICK,173,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",84209
CENSUS,2007,YEAR,INDIANA,18,CLAY,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",128119
CENSUS,2007,YEAR,INDIANA,18,FOUNTAIN,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",156113
CENSUS,2007,YEAR,INDIANA,18,MONTGOMERY,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",265408
CENSUS,2007,YEAR,INDIANA,18,OWEN,119,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",44325
CENSUS,2007,YEAR,INDIANA,18,PARKE,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",125700
CENSUS,2007,YEAR,INDIANA,18,PUTNAM,133,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",123396
CENSUS,2007,YEAR,INDIANA,18,TIPPECANOE,157,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",193455
CENSUS,2007,YEAR,INDIANA,18,VERMILLION,165,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",109953
CENSUS,2007,YEAR,INDIANA,18,VIGO,167,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",100062
CENSUS,2007,YEAR,INDIANA,18,WARREN,171,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",173007
CENSUS,2007,YEAR,IOWA,19,BOONE,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",287005
CENSUS,2007,YEAR,IOWA,19,DALLAS,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",241935
CENSUS,2007,YEAR,IOWA,19,GRUNDY,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",291729
CENSUS,2007,YEAR,IOWA,19,HAMILTON,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",313596
CENSUS,2007,YEAR,IOWA,19,HARDIN,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",292744
CENSUS,2007,YEAR,IOWA,19,JASPER,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",354061
CENSUS,2007,YEAR,IOWA,19,MARSHALL,127,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",276124
CENSUS,2007,YEAR,IOWA,19,POLK,153,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",221087
CENSUS,2007,YEAR,IOWA,19,POWESHIEK,157,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",231216
CENSUS,2007,YEAR,IOWA,19,STORY,169,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",313099
CENSUS,2007,YEAR,IOWA,19,TAMA,171,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",343790
CENSUS,2007,YEAR,IOWA,19,WEBSTER,187,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",399595
CENSUS,2007,YEAR,IOWA,19,BENTON,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",328438
CENSUS,2007,YEAR,IOWA,19,CEDAR,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",279545
CENSUS,2007,YEAR,IOWA,19,CLINTON,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",332681
CENSUS,2007,YEAR,IOWA,19,IOWA,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",228676
CENSUS,2007,YEAR,IOWA,19,JACKSON,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",151979
CENSUS,2007,YEAR,IOWA,19,JOHNSON,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",244607
CENSUS,2007,YEAR,IOWA,19,JONES,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",247300
CENSUS,2007,YEAR,IOWA,19,LINN,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",275984
CENSUS,2007,YEAR,IOWA,19,MUSCATINE,139,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",170208
CENSUS,2007,YEAR,IOWA,19,SCOTT,163,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",222998
CENSUS,2007,YEAR,IOWA,19,BUTLER,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",320270
CENSUS,2007,YEAR,IOWA,19,CERRO GORDO,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",304684
CENSUS,2007,YEAR,IOWA,19,FLOYD,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",255312
CENSUS,2007,YEAR,IOWA,19,FRANKLIN,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",334846
CENSUS,2007,YEAR,IOWA,19,HANCOCK,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",330367
CENSUS,2007,YEAR,IOWA,19,HUMBOLDT,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",248950
CENSUS,2007,YEAR,IOWA,19,KOSSUTH,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",549182
CENSUS,2007,YEAR,IOWA,19,MITCHELL,131,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",259681
CENSUS,2007,YEAR,IOWA,19,WINNEBAGO,189,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",215607
CENSUS,2007,YEAR,IOWA,19,WORTH,195,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",196486
CENSUS,2007,YEAR,IOWA,19,WRIGHT,197,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",291026
CENSUS,2007,YEAR,IOWA,19,ALLAMAKEE,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",125907
CENSUS,2007,YEAR,IOWA,19,BLACK HAWK,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",252509
CENSUS,2007,YEAR,IOWA,19,BREMER,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",212259
CENSUS,2007,YEAR,IOWA,19,BUCHANAN,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",319551
CENSUS,2007,YEAR,IOWA,19,CHICKASAW,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",245183
CENSUS,2007,YEAR,IOWA,19,CLAYTON,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",240057
CENSUS,2007,YEAR,IOWA,19,DELAWARE,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",266746
CENSUS,2007,YEAR,IOWA,19,DUBUQUE,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",208616
CENSUS,2007,YEAR,IOWA,19,FAYETTE,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",321423
CENSUS,2007,YEAR,IOWA,19,HOWARD,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",223497
CENSUS,2007,YEAR,IOWA,19,WINNESHIEK,191,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",202041
CENSUS,2007,YEAR,IOWA,19,BUENA VISTA,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",325157
CENSUS,2007,YEAR,IOWA,19,CHEROKEE,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",265507
CENSUS,2007,YEAR,IOWA,19,CLAY,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",293049
CENSUS,2007,YEAR,IOWA,19,DICKINSON,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",201218
CENSUS,2007,YEAR,IOWA,19,EMMET,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",222725
CENSUS,2007,YEAR,IOWA,19,LYON,119,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",278919
CENSUS,2007,YEAR,IOWA,19,O BRIEN,141,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",310468
CENSUS,2007,YEAR,IOWA,19,OSCEOLA,143,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",227045
CENSUS,2007,YEAR,IOWA,19,PALO ALTO,147,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",319428
CENSUS,2007,YEAR,IOWA,19,PLYMOUTH,149,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",432187
CENSUS,2007,YEAR,IOWA,19,POCAHONTAS,151,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",335442
CENSUS,2007,YEAR,IOWA,19,SIOUX,167,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",430529
CENSUS,2007,YEAR,IOWA,19,APPANOOSE,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",82993
CENSUS,2007,YEAR,IOWA,19,CLARKE,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",68343
CENSUS,2007,YEAR,IOWA,19,DECATUR,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",80153
CENSUS,2007,YEAR,IOWA,19,LUCAS,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",55000
CENSUS,2007,YEAR,IOWA,19,MADISON,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",154944
CENSUS,2007,YEAR,IOWA,19,MARION,125,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",151306
CENSUS,2007,YEAR,IOWA,19,MONROE,135,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",85537
CENSUS,2007,YEAR,IOWA,19,RINGGOLD,159,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",106835
CENSUS,2007,YEAR,IOWA,19,UNION,175,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",106699
CENSUS,2007,YEAR,IOWA,19,WARREN,181,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",129562
CENSUS,2007,YEAR,IOWA,19,WAYNE,185,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",120617
CENSUS,2007,YEAR,IOWA,19,DAVIS,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",92277
CENSUS,2007,YEAR,IOWA,19,DES MOINES,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",146609
CENSUS,2007,YEAR,IOWA,19,HENRY,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",165337
CENSUS,2007,YEAR,IOWA,19,JEFFERSON,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",106734
CENSUS,2007,YEAR,IOWA,19,KEOKUK,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",197565
CENSUS,2007,YEAR,IOWA,19,LEE,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",153719
CENSUS,2007,YEAR,IOWA,19,LOUISA,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",131453
CENSUS,2007,YEAR,IOWA,19,MAHASKA,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",203578
CENSUS,2007,YEAR,IOWA,19,VAN BUREN,177,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",105657
CENSUS,2007,YEAR,IOWA,19,WAPELLO,179,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",100963
CENSUS,2007,YEAR,IOWA,19,WASHINGTON,183,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",223452
CENSUS,2007,YEAR,IOWA,19,ADAIR,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",204816
CENSUS,2007,YEAR,IOWA,19,ADAMS,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",122625
CENSUS,2007,YEAR,IOWA,19,CASS,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",232760
CENSUS,2007,YEAR,IOWA,19,FREMONT,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",199946
CENSUS,2007,YEAR,IOWA,19,MILLS,129,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",163038
CENSUS,2007,YEAR,IOWA,19,MONTGOMERY,137,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",157718
CENSUS,2007,YEAR,IOWA,19,PAGE,145,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",189797
CENSUS,2007,YEAR,IOWA,19,POTTAWATTAMIE,155,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",411268
CENSUS,2007,YEAR,IOWA,19,TAYLOR,173,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",147601
CENSUS,2007,YEAR,IOWA,19,AUDUBON,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",219637
CENSUS,2007,YEAR,IOWA,19,CALHOUN,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",318130
CENSUS,2007,YEAR,IOWA,19,CARROLL,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",306569
CENSUS,2007,YEAR,IOWA,19,CRAWFORD,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",356114
CENSUS,2007,YEAR,IOWA,19,GREENE,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",308737
CENSUS,2007,YEAR,IOWA,19,GUTHRIE,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",242416
CENSUS,2007,YEAR,IOWA,19,HARRISON,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",287197
CENSUS,2007,YEAR,IOWA,19,IDA,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",233623
CENSUS,2007,YEAR,IOWA,19,MONONA,133,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",325668
CENSUS,2007,YEAR,IOWA,19,SAC,161,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",324745
CENSUS,2007,YEAR,IOWA,19,SHELBY,165,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",317899
CENSUS,2007,YEAR,IOWA,19,WOODBURY,193,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",345472
CENSUS,2007,YEAR,KANSAS,20,BARTON,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",310717
CENSUS,2007,YEAR,KANSAS,20,DICKINSON,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",302208
CENSUS,2007,YEAR,KANSAS,20,ELLIS,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",151892
CENSUS,2007,YEAR,KANSAS,20,ELLSWORTH,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",130160
CENSUS,2007,YEAR,KANSAS,20,LINCOLN,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",189012
CENSUS,2007,YEAR,KANSAS,20,MARION,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",288910
CENSUS,2007,YEAR,KANSAS,20,MCPHERSON,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",354983
CENSUS,2007,YEAR,KANSAS,20,RICE,159,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",286321
CENSUS,2007,YEAR,KANSAS,20,RUSH,165,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",168581
CENSUS,2007,YEAR,KANSAS,20,RUSSELL,167,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",134552
CENSUS,2007,YEAR,KANSAS,20,SALINE,169,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",205651
CENSUS,2007,YEAR,KANSAS,20,ANDERSON,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",188164
CENSUS,2007,YEAR,KANSAS,20,CHASE,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",45939
CENSUS,2007,YEAR,KANSAS,20,COFFEY,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",143798
CENSUS,2007,YEAR,KANSAS,20,DOUGLAS,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",118816
CENSUS,2007,YEAR,KANSAS,20,FRANKLIN,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",140632
CENSUS,2007,YEAR,KANSAS,20,GEARY,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",53511
CENSUS,2007,YEAR,KANSAS,20,JOHNSON,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",58348
CENSUS,2007,YEAR,KANSAS,20,LINN,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",94676
CENSUS,2007,YEAR,KANSAS,20,LYON,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",171703
CENSUS,2007,YEAR,KANSAS,20,MIAMI,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",130421
CENSUS,2007,YEAR,KANSAS,20,MORRIS,127,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",132720
CENSUS,2007,YEAR,KANSAS,20,OSAGE,139,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",173529
CENSUS,2007,YEAR,KANSAS,20,SHAWNEE,177,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",113614
CENSUS,2007,YEAR,KANSAS,20,WABAUNSEE,197,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",95092
CENSUS,2007,YEAR,KANSAS,20,CLAY,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",194071
CENSUS,2007,YEAR,KANSAS,20,CLOUD,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",229607
CENSUS,2007,YEAR,KANSAS,20,JEWELL,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",254949
CENSUS,2007,YEAR,KANSAS,20,MITCHELL,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",273055
CENSUS,2007,YEAR,KANSAS,20,OSBORNE,141,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",170737
CENSUS,2007,YEAR,KANSAS,20,OTTAWA,143,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",216672
CENSUS,2007,YEAR,KANSAS,20,PHILLIPS,147,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",181115
CENSUS,2007,YEAR,KANSAS,20,REPUBLIC,157,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",260625
CENSUS,2007,YEAR,KANSAS,20,ROOKS,163,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",218507
CENSUS,2007,YEAR,KANSAS,20,SMITH,183,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",223417
CENSUS,2007,YEAR,KANSAS,20,WASHINGTON,201,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",288083
CENSUS,2007,YEAR,KANSAS,20,ATCHISON,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",157253
CENSUS,2007,YEAR,KANSAS,20,BROWN,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",238767
CENSUS,2007,YEAR,KANSAS,20,DONIPHAN,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",159769
CENSUS,2007,YEAR,KANSAS,20,JACKSON,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",114371
CENSUS,2007,YEAR,KANSAS,20,JEFFERSON,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",134073
CENSUS,2007,YEAR,KANSAS,20,LEAVENWORTH,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",86278
CENSUS,2007,YEAR,KANSAS,20,MARSHALL,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",305707
CENSUS,2007,YEAR,KANSAS,20,NEMAHA,131,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",248234
CENSUS,2007,YEAR,KANSAS,20,POTTAWATOMIE,149,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",134468
CENSUS,2007,YEAR,KANSAS,20,RILEY,161,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",88243
CENSUS,2007,YEAR,KANSAS,20,WYANDOTTE,209,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11131
CENSUS,2007,YEAR,KANSAS,20,CHEYENNE,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",196101
CENSUS,2007,YEAR,KANSAS,20,DECATUR,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",191540
CENSUS,2007,YEAR,KANSAS,20,GRAHAM,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",178441
CENSUS,2007,YEAR,KANSAS,20,NORTON,137,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",199106
CENSUS,2007,YEAR,KANSAS,20,RAWLINS,153,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",225163
CENSUS,2007,YEAR,KANSAS,20,SHERIDAN,179,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",272996
CENSUS,2007,YEAR,KANSAS,20,SHERMAN,181,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",323248
CENSUS,2007,YEAR,KANSAS,20,THOMAS,193,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",424448
CENSUS,2007,YEAR,KANSAS,20,BARBER,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",106620
CENSUS,2007,YEAR,KANSAS,20,COMANCHE,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",80816
CENSUS,2007,YEAR,KANSAS,20,EDWARDS,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",229870
CENSUS,2007,YEAR,KANSAS,20,HARPER,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",125376
CENSUS,2007,YEAR,KANSAS,20,HARVEY,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",242366
CENSUS,2007,YEAR,KANSAS,20,KINGMAN,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",195553
CENSUS,2007,YEAR,KANSAS,20,KIOWA,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",128037
CENSUS,2007,YEAR,KANSAS,20,PAWNEE,145,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",255196
CENSUS,2007,YEAR,KANSAS,20,PRATT,151,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",227557
CENSUS,2007,YEAR,KANSAS,20,RENO,155,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",407132
CENSUS,2007,YEAR,KANSAS,20,SEDGWICK,173,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",312857
CENSUS,2007,YEAR,KANSAS,20,STAFFORD,185,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",295532
CENSUS,2007,YEAR,KANSAS,20,SUMNER,191,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",325862
CENSUS,2007,YEAR,KANSAS,20,ALLEN,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",109958
CENSUS,2007,YEAR,KANSAS,20,BOURBON,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",96770
CENSUS,2007,YEAR,KANSAS,20,BUTLER,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",274487
CENSUS,2007,YEAR,KANSAS,20,CHAUTAUQUA,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",27339
CENSUS,2007,YEAR,KANSAS,20,CHEROKEE,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",215595
CENSUS,2007,YEAR,KANSAS,20,COWLEY,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",144425
CENSUS,2007,YEAR,KANSAS,20,CRAWFORD,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",153589
CENSUS,2007,YEAR,KANSAS,20,ELK,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",35900
CENSUS,2007,YEAR,KANSAS,20,GREENWOOD,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",72526
CENSUS,2007,YEAR,KANSAS,20,LABETTE,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",139573
CENSUS,2007,YEAR,KANSAS,20,MONTGOMERY,125,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",101329
CENSUS,2007,YEAR,KANSAS,20,NEOSHO,133,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",112921
CENSUS,2007,YEAR,KANSAS,20,WILSON,205,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",142719
CENSUS,2007,YEAR,KANSAS,20,WOODSON,207,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",94299
