Program,Year,Period,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
CENSUS,2012,YEAR,HAWAII,15,KAUAI,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6800
CENSUS,2012,YEAR,HAWAII,15,MAUI & KALWAO,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,HAWAII,15,HONOLULU,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,IDAHO,16,BANNOCK,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",87970
CENSUS,2012,YEAR,IDAHO,16,BEAR LAKE,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",72873
CENSUS,2012,YEAR,IDAHO,16,BINGHAM,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",323495
CENSUS,2012,YEAR,IDAHO,16,BONNEVILLE,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",188632
CENSUS,2012,YEAR,IDAHO,16,BUTTE,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",58114
CENSUS,2012,YEAR,IDAHO,16,CARIBOU,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",143991
CENSUS,2012,YEAR,IDAHO,16,CLARK,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",38966
CENSUS,2012,YEAR,IDAHO,16,CUSTER,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",33985
CENSUS,2012,YEAR,IDAHO,16,FRANKLIN,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",88192
CENSUS,2012,YEAR,IDAHO,16,FREMONT,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",172151
CENSUS,2012,YEAR,IDAHO,16,JEFFERSON,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",185347
CENSUS,2012,YEAR,IDAHO,16,LEMHI,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",42242
CENSUS,2012,YEAR,IDAHO,16,MADISON,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",139021
CENSUS,2012,YEAR,IDAHO,16,ONEIDA,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",72502
CENSUS,2012,YEAR,IDAHO,16,POWER,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",191693
CENSUS,2012,YEAR,IDAHO,16,TETON,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60946
CENSUS,2012,YEAR,IDAHO,16,BENEWAH,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",63174
CENSUS,2012,YEAR,IDAHO,16,BONNER,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20291
CENSUS,2012,YEAR,IDAHO,16,BOUNDARY,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",40018
CENSUS,2012,YEAR,IDAHO,16,CLEARWATER,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",22884
CENSUS,2012,YEAR,IDAHO,16,IDAHO,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",150073
CENSUS,2012,YEAR,IDAHO,16,KOOTENAI,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",47018
CENSUS,2012,YEAR,IDAHO,16,LATAH,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",189419
CENSUS,2012,YEAR,IDAHO,16,LEWIS,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",139083
CENSUS,2012,YEAR,IDAHO,16,NEZ PERCE,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",155422
CENSUS,2012,YEAR,IDAHO,16,SHOSHONE,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",686
CENSUS,2012,YEAR,IDAHO,16,BLAINE,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",42392
CENSUS,2012,YEAR,IDAHO,16,CAMAS,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",72248
CENSUS,2012,YEAR,IDAHO,16,CASSIA,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",253403
CENSUS,2012,YEAR,IDAHO,16,GOODING,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",135535
CENSUS,2012,YEAR,IDAHO,16,JEROME,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",144422
CENSUS,2012,YEAR,IDAHO,16,LINCOLN,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60873
CENSUS,2012,YEAR,IDAHO,16,MINIDOKA,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",205240
CENSUS,2012,YEAR,IDAHO,16,TWIN FALLS,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",240889
CENSUS,2012,YEAR,IDAHO,16,ADA,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",49728
CENSUS,2012,YEAR,IDAHO,16,ADAMS,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",15071
CENSUS,2012,YEAR,IDAHO,16,BOISE,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",2372
CENSUS,2012,YEAR,IDAHO,16,CANYON,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",203531
CENSUS,2012,YEAR,IDAHO,16,ELMORE,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",95241
CENSUS,2012,YEAR,IDAHO,16,GEM,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",27230
CENSUS,2012,YEAR,IDAHO,16,OWYHEE,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",121988
CENSUS,2012,YEAR,IDAHO,16,PAYETTE,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",48588
CENSUS,2012,YEAR,IDAHO,16,VALLEY,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5829
CENSUS,2012,YEAR,IDAHO,16,WASHINGTON,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",51908
CENSUS,2012,YEAR,ILLINOIS,17,DE WITT,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",176984
CENSUS,2012,YEAR,ILLINOIS,17,LOGAN,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",324277
CENSUS,2012,YEAR,ILLINOIS,17,MACON,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",314967
CENSUS,2012,YEAR,ILLINOIS,17,MARSHALL,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",176683
CENSUS,2012,YEAR,ILLINOIS,17,MASON,125,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",246854
CENSUS,2012,YEAR,ILLINOIS,17,MCLEAN,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",635582
CENSUS,2012,YEAR,ILLINOIS,17,MENARD,129,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",131422
CENSUS,2012,YEAR,ILLINOIS,17,PEORIA,143,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",203696
CENSUS,2012,YEAR,ILLINOIS,17,STARK,175,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",154652
CENSUS,2012,YEAR,ILLINOIS,17,TAZEWELL,179,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",290979
CENSUS,2012,YEAR,ILLINOIS,17,WOODFORD,203,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",282955
CENSUS,2012,YEAR,ILLINOIS,17,CHAMPAIGN,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",574711
CENSUS,2012,YEAR,ILLINOIS,17,FORD,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",290265
CENSUS,2012,YEAR,ILLINOIS,17,IROQUOIS,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",616671
CENSUS,2012,YEAR,ILLINOIS,17,KANKAKEE,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",320367
CENSUS,2012,YEAR,ILLINOIS,17,LIVINGSTON,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",614333
CENSUS,2012,YEAR,ILLINOIS,17,PIATT,147,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",245546
CENSUS,2012,YEAR,ILLINOIS,17,VERMILION,183,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",399929
CENSUS,2012,YEAR,ILLINOIS,17,CLARK,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",220822
CENSUS,2012,YEAR,ILLINOIS,17,CLAY,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",202876
CENSUS,2012,YEAR,ILLINOIS,17,COLES,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",235967
CENSUS,2012,YEAR,ILLINOIS,17,CRAWFORD,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",171480
CENSUS,2012,YEAR,ILLINOIS,17,CUMBERLAND,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",131067
CENSUS,2012,YEAR,ILLINOIS,17,DOUGLAS,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",241928
CENSUS,2012,YEAR,ILLINOIS,17,EDGAR,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",317805
CENSUS,2012,YEAR,ILLINOIS,17,EFFINGHAM,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",223524
CENSUS,2012,YEAR,ILLINOIS,17,FAYETTE,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",221186
CENSUS,2012,YEAR,ILLINOIS,17,JASPER,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",200526
CENSUS,2012,YEAR,ILLINOIS,17,LAWRENCE,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",152414
CENSUS,2012,YEAR,ILLINOIS,17,MARION,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",178099
CENSUS,2012,YEAR,ILLINOIS,17,MOULTRIE,139,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",189576
CENSUS,2012,YEAR,ILLINOIS,17,RICHLAND,159,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",137821
CENSUS,2012,YEAR,ILLINOIS,17,SHELBY,173,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",347431
CENSUS,2012,YEAR,ILLINOIS,17,BOONE,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",124628
CENSUS,2012,YEAR,ILLINOIS,17,COOK,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7276
CENSUS,2012,YEAR,ILLINOIS,17,DE KALB,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",376205
CENSUS,2012,YEAR,ILLINOIS,17,DU PAGE,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5643
CENSUS,2012,YEAR,ILLINOIS,17,GRUNDY,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",200315
CENSUS,2012,YEAR,ILLINOIS,17,KANE,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",151464
CENSUS,2012,YEAR,ILLINOIS,17,KENDALL,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",122348
CENSUS,2012,YEAR,ILLINOIS,17,LA SALLE,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",558211
CENSUS,2012,YEAR,ILLINOIS,17,LAKE,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20901
CENSUS,2012,YEAR,ILLINOIS,17,MCHENRY,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",206851
CENSUS,2012,YEAR,ILLINOIS,17,WILL,197,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",217261
CENSUS,2012,YEAR,ILLINOIS,17,BUREAU,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",390019
CENSUS,2012,YEAR,ILLINOIS,17,CARROLL,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",204440
CENSUS,2012,YEAR,ILLINOIS,17,HENRY,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",410538
CENSUS,2012,YEAR,ILLINOIS,17,JO DAVIESS,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",172673
CENSUS,2012,YEAR,ILLINOIS,17,LEE,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",339611
CENSUS,2012,YEAR,ILLINOIS,17,MERCER,131,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",199916
CENSUS,2012,YEAR,ILLINOIS,17,OGLE,141,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",323168
CENSUS,2012,YEAR,ILLINOIS,17,PUTNAM,155,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",46212
CENSUS,2012,YEAR,ILLINOIS,17,ROCK ISLAND,161,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",108517
CENSUS,2012,YEAR,ILLINOIS,17,STEPHENSON,177,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",298615
CENSUS,2012,YEAR,ILLINOIS,17,WHITESIDE,195,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",351578
CENSUS,2012,YEAR,ILLINOIS,17,WINNEBAGO,201,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",144694
CENSUS,2012,YEAR,ILLINOIS,17,EDWARDS,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",76365
CENSUS,2012,YEAR,ILLINOIS,17,FRANKLIN,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",129479
CENSUS,2012,YEAR,ILLINOIS,17,GALLATIN,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",166655
CENSUS,2012,YEAR,ILLINOIS,17,HAMILTON,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",161050
CENSUS,2012,YEAR,ILLINOIS,17,HARDIN,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9318
CENSUS,2012,YEAR,ILLINOIS,17,JEFFERSON,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",139372
CENSUS,2012,YEAR,ILLINOIS,17,MASSAC,127,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",71897
CENSUS,2012,YEAR,ILLINOIS,17,POPE,151,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29872
CENSUS,2012,YEAR,ILLINOIS,17,SALINE,165,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",108397
CENSUS,2012,YEAR,ILLINOIS,17,WABASH,185,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",91598
CENSUS,2012,YEAR,ILLINOIS,17,WAYNE,191,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",263101
CENSUS,2012,YEAR,ILLINOIS,17,WHITE,193,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",251008
CENSUS,2012,YEAR,ILLINOIS,17,ALEXANDER,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",48458
CENSUS,2012,YEAR,ILLINOIS,17,CLINTON,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",244793
CENSUS,2012,YEAR,ILLINOIS,17,JACKSON,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",150901
CENSUS,2012,YEAR,ILLINOIS,17,JOHNSON,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",31250
CENSUS,2012,YEAR,ILLINOIS,17,MONROE,133,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",162118
CENSUS,2012,YEAR,ILLINOIS,17,PERRY,145,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",133704
CENSUS,2012,YEAR,ILLINOIS,17,PULASKI,153,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",55439
CENSUS,2012,YEAR,ILLINOIS,17,RANDOLPH,157,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",216526
CENSUS,2012,YEAR,ILLINOIS,17,ST CLAIR,163,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",220813
CENSUS,2012,YEAR,ILLINOIS,17,UNION,181,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",59743
CENSUS,2012,YEAR,ILLINOIS,17,WASHINGTON,189,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",311216
CENSUS,2012,YEAR,ILLINOIS,17,WILLIAMSON,199,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",57988
CENSUS,2012,YEAR,ILLINOIS,17,ADAMS,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",270122
CENSUS,2012,YEAR,ILLINOIS,17,BROWN,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",70704
CENSUS,2012,YEAR,ILLINOIS,17,FULTON,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",251287
CENSUS,2012,YEAR,ILLINOIS,17,HANCOCK,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",296937
CENSUS,2012,YEAR,ILLINOIS,17,HENDERSON,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",136317
CENSUS,2012,YEAR,ILLINOIS,17,KNOX,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",274720
CENSUS,2012,YEAR,ILLINOIS,17,MCDONOUGH,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",243607
CENSUS,2012,YEAR,ILLINOIS,17,SCHUYLER,169,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",111165
CENSUS,2012,YEAR,ILLINOIS,17,WARREN,187,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",301695
CENSUS,2012,YEAR,ILLINOIS,17,BOND,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",167525
CENSUS,2012,YEAR,ILLINOIS,17,CALHOUN,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",36576
CENSUS,2012,YEAR,ILLINOIS,17,CASS,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",139261
CENSUS,2012,YEAR,ILLINOIS,17,CHRISTIAN,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",342039
CENSUS,2012,YEAR,ILLINOIS,17,GREENE,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",217580
CENSUS,2012,YEAR,ILLINOIS,17,JERSEY,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",119070
CENSUS,2012,YEAR,ILLINOIS,17,MACOUPIN,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",352622
CENSUS,2012,YEAR,ILLINOIS,17,MADISON,119,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",264925
CENSUS,2012,YEAR,ILLINOIS,17,MONTGOMERY,135,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",332290
CENSUS,2012,YEAR,ILLINOIS,17,MORGAN,137,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",260783
CENSUS,2012,YEAR,ILLINOIS,17,PIKE,149,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",267124
CENSUS,2012,YEAR,ILLINOIS,17,SANGAMON,167,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",456425
CENSUS,2012,YEAR,ILLINOIS,17,SCOTT,171,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",114696
CENSUS,2012,YEAR,INDIANA,18,BARTHOLOMEW,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",149118
CENSUS,2012,YEAR,INDIANA,18,BOONE,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",207697
CENSUS,2012,YEAR,INDIANA,18,CLINTON,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",210364
CENSUS,2012,YEAR,INDIANA,18,DECATUR,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",158695
CENSUS,2012,YEAR,INDIANA,18,GRANT,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",169065
CENSUS,2012,YEAR,INDIANA,18,HAMILTON,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",119559
CENSUS,2012,YEAR,INDIANA,18,HANCOCK,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",155445
CENSUS,2012,YEAR,INDIANA,18,HENDRICKS,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",198594
CENSUS,2012,YEAR,INDIANA,18,HOWARD,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",132325
CENSUS,2012,YEAR,INDIANA,18,JOHNSON,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",129323
CENSUS,2012,YEAR,INDIANA,18,MADISON,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",188996
CENSUS,2012,YEAR,INDIANA,18,MARION,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",15130
CENSUS,2012,YEAR,INDIANA,18,MORGAN,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",111197
CENSUS,2012,YEAR,INDIANA,18,RUSH,139,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",186787
CENSUS,2012,YEAR,INDIANA,18,SHELBY,145,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",218774
CENSUS,2012,YEAR,INDIANA,18,TIPTON,159,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",137154
CENSUS,2012,YEAR,INDIANA,18,BLACKFORD,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",79764
CENSUS,2012,YEAR,INDIANA,18,DELAWARE,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",157378
CENSUS,2012,YEAR,INDIANA,18,FAYETTE,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",61192
CENSUS,2012,YEAR,INDIANA,18,HENRY,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",155767
CENSUS,2012,YEAR,INDIANA,18,JAY,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",150153
CENSUS,2012,YEAR,INDIANA,18,RANDOLPH,135,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",210233
CENSUS,2012,YEAR,INDIANA,18,UNION,161,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",62233
CENSUS,2012,YEAR,INDIANA,18,WAYNE,177,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",116107
CENSUS,2012,YEAR,INDIANA,18,CARROLL,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",187342
CENSUS,2012,YEAR,INDIANA,18,CASS,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",176824
CENSUS,2012,YEAR,INDIANA,18,ELKHART,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",134319
CENSUS,2012,YEAR,INDIANA,18,FULTON,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",164885
CENSUS,2012,YEAR,INDIANA,18,KOSCIUSKO,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",206238
CENSUS,2012,YEAR,INDIANA,18,MARSHALL,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",175137
CENSUS,2012,YEAR,INDIANA,18,MIAMI,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",153089
CENSUS,2012,YEAR,INDIANA,18,ST. JOSEPH,141,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",132539
CENSUS,2012,YEAR,INDIANA,18,WABASH,169,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",165006
CENSUS,2012,YEAR,INDIANA,18,ADAMS,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",179883
CENSUS,2012,YEAR,INDIANA,18,ALLEN,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",229452
CENSUS,2012,YEAR,INDIANA,18,DE KALB,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",123036
CENSUS,2012,YEAR,INDIANA,18,HUNTINGTON,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",167996
CENSUS,2012,YEAR,INDIANA,18,LAGRANGE,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",130413
CENSUS,2012,YEAR,INDIANA,18,NOBLE,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",137908
CENSUS,2012,YEAR,INDIANA,18,STEUBEN,151,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",73909
CENSUS,2012,YEAR,INDIANA,18,WELLS,179,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",186674
CENSUS,2012,YEAR,INDIANA,18,WHITLEY,183,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",115890
CENSUS,2012,YEAR,INDIANA,18,BENTON,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",244491
CENSUS,2012,YEAR,INDIANA,18,JASPER,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",250612
CENSUS,2012,YEAR,INDIANA,18,LA PORTE,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",204636
CENSUS,2012,YEAR,INDIANA,18,LAKE,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",122322
CENSUS,2012,YEAR,INDIANA,18,NEWTON,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",169055
CENSUS,2012,YEAR,INDIANA,18,PORTER,127,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",105999
CENSUS,2012,YEAR,INDIANA,18,PULASKI,131,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",188768
CENSUS,2012,YEAR,INDIANA,18,STARKE,149,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",100401
CENSUS,2012,YEAR,INDIANA,18,WHITE,181,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",263641
CENSUS,2012,YEAR,INDIANA,18,BROWN,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5865
CENSUS,2012,YEAR,INDIANA,18,CRAWFORD,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11400
CENSUS,2012,YEAR,INDIANA,18,FLOYD,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11002
CENSUS,2012,YEAR,INDIANA,18,HARRISON,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",78153
CENSUS,2012,YEAR,INDIANA,18,JACKSON,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",131203
CENSUS,2012,YEAR,INDIANA,18,LAWRENCE,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60167
CENSUS,2012,YEAR,INDIANA,18,MONROE,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24974
CENSUS,2012,YEAR,INDIANA,18,ORANGE,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",49797
CENSUS,2012,YEAR,INDIANA,18,PERRY,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",27317
CENSUS,2012,YEAR,INDIANA,18,WASHINGTON,175,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",134702
