Program,Year,Period,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
CENSUS,2012,YEAR,ALABAMA,1,AUTAUGA,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29676
CENSUS,2012,YEAR,ALABAMA,1,BULLOCK,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",13229
CENSUS,2012,YEAR,ALABAMA,1,DALLAS,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",49019
CENSUS,2012,YEAR,ALABAMA,1,ELMORE,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",26763
CENSUS,2012,YEAR,ALABAMA,1,GREENE,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",10558
CENSUS,2012,YEAR,ALABAMA,1,HALE,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",17729
CENSUS,2012,YEAR,ALABAMA,1,LOWNDES,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",31411
CENSUS,2012,YEAR,ALABAMA,1,MACON,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12496
CENSUS,2012,YEAR,ALABAMA,1,MARENGO,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",21288
CENSUS,2012,YEAR,ALABAMA,1,MONTGOMERY,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",34182
CENSUS,2012,YEAR,ALABAMA,1,PERRY,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",27258
CENSUS,2012,YEAR,ALABAMA,1,SUMTER,119,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",17146
CENSUS,2012,YEAR,ALABAMA,1,BALDWIN,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",91571
CENSUS,2012,YEAR,ALABAMA,1,BUTLER,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",13448
CENSUS,2012,YEAR,ALABAMA,1,CHOCTAW,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5673
CENSUS,2012,YEAR,ALABAMA,1,CLARKE,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6195
CENSUS,2012,YEAR,ALABAMA,1,CONECUH,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",15143
CENSUS,2012,YEAR,ALABAMA,1,ESCAMBIA,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",41843
CENSUS,2012,YEAR,ALABAMA,1,MOBILE,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",31637
CENSUS,2012,YEAR,ALABAMA,1,MONROE,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",45651
CENSUS,2012,YEAR,ALABAMA,1,WASHINGTON,129,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9576
CENSUS,2012,YEAR,ALABAMA,1,WILCOX,131,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12351
CENSUS,2012,YEAR,ALABAMA,1,BLOUNT,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",27598
CENSUS,2012,YEAR,ALABAMA,1,CALHOUN,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",18519
CENSUS,2012,YEAR,ALABAMA,1,CHEROKEE,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",53001
CENSUS,2012,YEAR,ALABAMA,1,CLEBURNE,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5877
CENSUS,2012,YEAR,ALABAMA,1,CULLMAN,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",49623
CENSUS,2012,YEAR,ALABAMA,1,DE KALB,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",61577
CENSUS,2012,YEAR,ALABAMA,1,ETOWAH,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",17118
CENSUS,2012,YEAR,ALABAMA,1,JACKSON,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",75946
CENSUS,2012,YEAR,ALABAMA,1,MARSHALL,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",35349
CENSUS,2012,YEAR,ALABAMA,1,SAINT CLAIR,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11028
CENSUS,2012,YEAR,ALABAMA,1,COLBERT,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",56420
CENSUS,2012,YEAR,ALABAMA,1,FRANKLIN,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",28302
CENSUS,2012,YEAR,ALABAMA,1,LAUDERDALE,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",86455
CENSUS,2012,YEAR,ALABAMA,1,LAWRENCE,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",94915
CENSUS,2012,YEAR,ALABAMA,1,LIMESTONE,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",134083
CENSUS,2012,YEAR,ALABAMA,1,MADISON,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",112636
CENSUS,2012,YEAR,ALABAMA,1,MARION,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12993
CENSUS,2012,YEAR,ALABAMA,1,MORGAN,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",44430
CENSUS,2012,YEAR,ALABAMA,1,WINSTON,133,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9900
CENSUS,2012,YEAR,ALABAMA,1,BIBB,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7872
CENSUS,2012,YEAR,ALABAMA,1,CHAMBERS,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9916
CENSUS,2012,YEAR,ALABAMA,1,CHILTON,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",15315
CENSUS,2012,YEAR,ALABAMA,1,CLAY,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",8633
CENSUS,2012,YEAR,ALABAMA,1,COOSA,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",3307
CENSUS,2012,YEAR,ALABAMA,1,FAYETTE,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",22343
CENSUS,2012,YEAR,ALABAMA,1,JEFFERSON,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6645
CENSUS,2012,YEAR,ALABAMA,1,LAMAR,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9455
CENSUS,2012,YEAR,ALABAMA,1,LEE,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",8672
CENSUS,2012,YEAR,ALABAMA,1,PICKENS,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16428
CENSUS,2012,YEAR,ALABAMA,1,RANDOLPH,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11155
CENSUS,2012,YEAR,ALABAMA,1,SHELBY,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16281
CENSUS,2012,YEAR,ALABAMA,1,TALLADEGA,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",33323
CENSUS,2012,YEAR,ALABAMA,1,TALLAPOOSA,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6039
CENSUS,2012,YEAR,ALABAMA,1,TUSCALOOSA,125,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",21423
CENSUS,2012,YEAR,ALABAMA,1,WALKER,127,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11874
CENSUS,2012,YEAR,ALABAMA,1,BARBOUR,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",22915
CENSUS,2012,YEAR,ALABAMA,1,COFFEE,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60570
CENSUS,2012,YEAR,ALABAMA,1,COVINGTON,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",49093
CENSUS,2012,YEAR,ALABAMA,1,CRENSHAW,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",18771
CENSUS,2012,YEAR,ALABAMA,1,DALE,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",36738
CENSUS,2012,YEAR,ALABAMA,1,GENEVA,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",67510
CENSUS,2012,YEAR,ALABAMA,1,HENRY,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",61909
CENSUS,2012,YEAR,ALABAMA,1,HOUSTON,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",86755
CENSUS,2012,YEAR,ALABAMA,1,PIKE,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24326
CENSUS,2012,YEAR,ALABAMA,1,RUSSELL,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",21145
CENSUS,2012,YEAR,ALASKA,2,KENAI PENINSULA,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",2359
CENSUS,2012,YEAR,ALASKA,2,ANCHORAGE,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12177
CENSUS,2012,YEAR,ALASKA,2,JUNEAU,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,ALASKA,2,ALEUTIAN ISLANDS,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,ALASKA,2,FAIRBANKS NORTH STAR,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16708
CENSUS,2012,YEAR,ARIZONA,4,APACHE,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,ARIZONA,4,COCONINO,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",1793
CENSUS,2012,YEAR,ARIZONA,4,GILA,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,ARIZONA,4,MOHAVE,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,ARIZONA,4,NAVAJO,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,ARIZONA,4,YAVAPAI,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",4520
CENSUS,2012,YEAR,ARIZONA,4,COCHISE,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",65277
CENSUS,2012,YEAR,ARIZONA,4,GRAHAM,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",37341
CENSUS,2012,YEAR,ARIZONA,4,GREENLEE,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,ARIZONA,4,LAPAZ,12,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",104082
CENSUS,2012,YEAR,ARIZONA,4,MARICOPA,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",197101
CENSUS,2012,YEAR,ARIZONA,4,PIMA,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",28735
CENSUS,2012,YEAR,ARIZONA,4,PINAL,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",226962
CENSUS,2012,YEAR,ARIZONA,4,SANTA CRUZ,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",757
CENSUS,2012,YEAR,ARIZONA,4,YUMA,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",184351
CENSUS,2012,YEAR,ARKANSAS,5,CONWAY,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",63914
CENSUS,2012,YEAR,ARKANSAS,5,FAULKNER,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",43832
CENSUS,2012,YEAR,ARKANSAS,5,GARLAND,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6429
CENSUS,2012,YEAR,ARKANSAS,5,GRANT,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9606
CENSUS,2012,YEAR,ARKANSAS,5,HOT SPRING,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",15947
CENSUS,2012,YEAR,ARKANSAS,5,PERRY,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20783
CENSUS,2012,YEAR,ARKANSAS,5,PULASKI,119,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",42994
CENSUS,2012,YEAR,ARKANSAS,5,SALINE,125,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",10796
CENSUS,2012,YEAR,ARKANSAS,5,ARKANSAS,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",337179
CENSUS,2012,YEAR,ARKANSAS,5,CRITTENDEN,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",301679
CENSUS,2012,YEAR,ARKANSAS,5,CROSS,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",241240
CENSUS,2012,YEAR,ARKANSAS,5,LEE,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",243863
CENSUS,2012,YEAR,ARKANSAS,5,LONOKE,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",248456
CENSUS,2012,YEAR,ARKANSAS,5,MONROE,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",238957
CENSUS,2012,YEAR,ARKANSAS,5,PHILLIPS,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",339969
CENSUS,2012,YEAR,ARKANSAS,5,PRAIRIE,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",197802
CENSUS,2012,YEAR,ARKANSAS,5,SAINT FRANCIS,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",263494
CENSUS,2012,YEAR,ARKANSAS,5,WOODRUFF,147,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",235944
CENSUS,2012,YEAR,ARKANSAS,5,BAXTER,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",10729
CENSUS,2012,YEAR,ARKANSAS,5,CLEBURNE,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29868
CENSUS,2012,YEAR,ARKANSAS,5,FULTON,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",18547
CENSUS,2012,YEAR,ARKANSAS,5,IZARD,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",17297
CENSUS,2012,YEAR,ARKANSAS,5,MARION,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12643
CENSUS,2012,YEAR,ARKANSAS,5,SEARCY,129,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",18456
CENSUS,2012,YEAR,ARKANSAS,5,SHARP,135,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16252
CENSUS,2012,YEAR,ARKANSAS,5,STONE,137,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",17445
CENSUS,2012,YEAR,ARKANSAS,5,VAN BUREN,141,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20714
CENSUS,2012,YEAR,ARKANSAS,5,CLAY,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",286675
CENSUS,2012,YEAR,ARKANSAS,5,CRAIGHEAD,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",310744
CENSUS,2012,YEAR,ARKANSAS,5,GREENE,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",206531
CENSUS,2012,YEAR,ARKANSAS,5,INDEPENDENCE,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",75808
CENSUS,2012,YEAR,ARKANSAS,5,JACKSON,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",257005
CENSUS,2012,YEAR,ARKANSAS,5,LAWRENCE,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",170800
CENSUS,2012,YEAR,ARKANSAS,5,MISSISSIPPI,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",441926
CENSUS,2012,YEAR,ARKANSAS,5,POINSETT,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",361094
CENSUS,2012,YEAR,ARKANSAS,5,RANDOLPH,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",81929
CENSUS,2012,YEAR,ARKANSAS,5,WHITE,145,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",101971
CENSUS,2012,YEAR,ARKANSAS,5,BENTON,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",73554
CENSUS,2012,YEAR,ARKANSAS,5,BOONE,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29059
CENSUS,2012,YEAR,ARKANSAS,5,CARROLL,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",38783
CENSUS,2012,YEAR,ARKANSAS,5,MADISON,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",43173
CENSUS,2012,YEAR,ARKANSAS,5,NEWTON,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12230
CENSUS,2012,YEAR,ARKANSAS,5,WASHINGTON,143,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",73077
CENSUS,2012,YEAR,ARKANSAS,5,BRADLEY,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",4825
CENSUS,2012,YEAR,ARKANSAS,5,CALHOUN,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",2539
CENSUS,2012,YEAR,ARKANSAS,5,CLARK,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",18662
CENSUS,2012,YEAR,ARKANSAS,5,CLEVELAND,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5746
CENSUS,2012,YEAR,ARKANSAS,5,COLUMBIA,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",10755
CENSUS,2012,YEAR,ARKANSAS,5,DALLAS,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",3010
CENSUS,2012,YEAR,ARKANSAS,5,NEVADA,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",13592
CENSUS,2012,YEAR,ARKANSAS,5,OUACHITA,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6220
CENSUS,2012,YEAR,ARKANSAS,5,UNION,139,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7031
CENSUS,2012,YEAR,ARKANSAS,5,ASHLEY,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",79834
CENSUS,2012,YEAR,ARKANSAS,5,CHICOT,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",245278
CENSUS,2012,YEAR,ARKANSAS,5,DESHA,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",235956
CENSUS,2012,YEAR,ARKANSAS,5,DREW,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",82454
CENSUS,2012,YEAR,ARKANSAS,5,JEFFERSON,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",243082
CENSUS,2012,YEAR,ARKANSAS,5,LINCOLN,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",151197
CENSUS,2012,YEAR,ARKANSAS,5,HEMPSTEAD,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",37403
CENSUS,2012,YEAR,ARKANSAS,5,HOWARD,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20813
CENSUS,2012,YEAR,ARKANSAS,5,LAFAYETTE,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",46558
CENSUS,2012,YEAR,ARKANSAS,5,LITTLE RIVER,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",52798
CENSUS,2012,YEAR,ARKANSAS,5,MILLER,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",53409
CENSUS,2012,YEAR,ARKANSAS,5,MONTGOMERY,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",18181
CENSUS,2012,YEAR,ARKANSAS,5,PIKE,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",13116
CENSUS,2012,YEAR,ARKANSAS,5,SEVIER,133,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24649
CENSUS,2012,YEAR,ARKANSAS,5,CRAWFORD,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",43333
CENSUS,2012,YEAR,ARKANSAS,5,FRANKLIN,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",40257
CENSUS,2012,YEAR,ARKANSAS,5,JOHNSON,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",32960
CENSUS,2012,YEAR,ARKANSAS,5,LOGAN,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60030
CENSUS,2012,YEAR,ARKANSAS,5,POLK,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24593
CENSUS,2012,YEAR,ARKANSAS,5,POPE,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",45167
CENSUS,2012,YEAR,ARKANSAS,5,SCOTT,127,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",25940
CENSUS,2012,YEAR,ARKANSAS,5,SEBASTIAN,131,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",31434
CENSUS,2012,YEAR,ARKANSAS,5,YELL,149,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",46453
CENSUS,2012,YEAR,CALIFORNIA,6,ALAMEDA,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9901
CENSUS,2012,YEAR,CALIFORNIA,6,CONTRA COSTA,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",33420
CENSUS,2012,YEAR,CALIFORNIA,6,LAKE,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24175
CENSUS,2012,YEAR,CALIFORNIA,6,MARIN,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7868
CENSUS,2012,YEAR,CALIFORNIA,6,MONTEREY,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",282694
CENSUS,2012,YEAR,CALIFORNIA,6,NAPA,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",52180
CENSUS,2012,YEAR,CALIFORNIA,6,SAN BENITO,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24016
CENSUS,2012,YEAR,CALIFORNIA,6,SAN FRANCISCO,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,CALIFORNIA,6,SAN LUIS OBISPO,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",113141
CENSUS,2012,YEAR,CALIFORNIA,6,SAN MATEO,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",4033
CENSUS,2012,YEAR,CALIFORNIA,6,SANTA CLARA,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",23128
CENSUS,2012,YEAR,CALIFORNIA,6,SANTA CRUZ,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29900
CENSUS,2012,YEAR,CALIFORNIA,6,SONOMA,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",91307
CENSUS,2012,YEAR,CALIFORNIA,6,LASSEN,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",40182
CENSUS,2012,YEAR,CALIFORNIA,6,MODOC,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",123008
CENSUS,2012,YEAR,CALIFORNIA,6,PLUMAS,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11767
CENSUS,2012,YEAR,CALIFORNIA,6,DEL NORTE,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6321
CENSUS,2012,YEAR,CALIFORNIA,6,HUMBOLDT,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12253
CENSUS,2012,YEAR,CALIFORNIA,6,MENDOCINO,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",31411
CENSUS,2012,YEAR,CALIFORNIA,6,BUTTE,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",203573
CENSUS,2012,YEAR,CALIFORNIA,6,COLUSA,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",263675
CENSUS,2012,YEAR,CALIFORNIA,6,GLENN,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",244761
CENSUS,2012,YEAR,CALIFORNIA,6,SACRAMENTO,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",92090
CENSUS,2012,YEAR,CALIFORNIA,6,SOLANO,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",133171
CENSUS,2012,YEAR,CALIFORNIA,6,SUTTER,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",262556
CENSUS,2012,YEAR,CALIFORNIA,6,TEHAMA,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",72847
CENSUS,2012,YEAR,CALIFORNIA,6,YOLO,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",263697
CENSUS,2012,YEAR,CALIFORNIA,6,YUBA,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",68297
CENSUS,2012,YEAR,CALIFORNIA,6,FRESNO,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",992479
CENSUS,2012,YEAR,CALIFORNIA,6,KERN,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",740061
CENSUS,2012,YEAR,CALIFORNIA,6,KINGS,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",415706
CENSUS,2012,YEAR,CALIFORNIA,6,MADERA,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",289693
CENSUS,2012,YEAR,CALIFORNIA,6,MERCED,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",480103
CENSUS,2012,YEAR,CALIFORNIA,6,SAN JOAQUIN,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",484804
CENSUS,2012,YEAR,CALIFORNIA,6,STANISLAUS,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",319190
CENSUS,2012,YEAR,CALIFORNIA,6,TULARE,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",609270
CENSUS,2012,YEAR,CALIFORNIA,6,ALPINE,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,CALIFORNIA,6,AMADOR,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",8521
CENSUS,2012,YEAR,CALIFORNIA,6,CALAVERAS,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",4165
CENSUS,2012,YEAR,CALIFORNIA,6,EL DORADO,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5898
CENSUS,2012,YEAR,CALIFORNIA,6,INYO,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2012,YEAR,CALIFORNIA,6,MARIPOSA,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",835
CENSUS,2012,YEAR,CALIFORNIA,6,MONO,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",10591
CENSUS,2012,YEAR,CALIFORNIA,6,NEVADA,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",1555
